title,technical_skills,tools,all_skills
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'statistics']","['jupyter', 'scikit-learn', 'python']","['machine learning', 'data visualization', 'data analysis', 'statistics', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['python', 'aws', 'cloud', 'azure']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['python', 'aws', 'cloud', 'azure', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['python', 'sql', 'tableau']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['python', 'sql', 'tableau', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'sql', 'tableau']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'sql', 'tableau', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['hadoop', 'python', 'sql', 'tableau']","['scikit-learn', 'pandas', 'python']","['hadoop', 'python', 'sql', 'tableau', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['machine learning', 'sql']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'python', 'sql']","['numpy', 'python', 'pandas', 'scikit-learn']","['machine learning', 'python', 'sql', 'numpy', 'python', 'pandas', 'scikit-learn']"
Data Scientist,"['pytorch', 'cloud', 'azure', 'python', 'aws']","['numpy', 'python', 'pandas', 'scikit-learn']","['pytorch', 'cloud', 'azure', 'python', 'aws', 'numpy', 'python', 'pandas', 'scikit-learn']"
Data Scientist,"['machine learning', 'python']","['numpy', 'jupyter', 'matplotlib']","['machine learning', 'python', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,"['sql', 'tableau']","['numpy', 'pandas', 'matplotlib']","['sql', 'tableau', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'sas', 'sql']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'sas', 'sql', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'javascript', 'java']","['numpy', 'jupyter', 'pandas', 'matplotlib']","['machine learning', 'python', 'javascript', 'java', 'numpy', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning']","['numpy', 'python', 'pandas']","['machine learning', 'deep learning', 'numpy', 'python', 'pandas']"
Data Scientist,"['machine learning', 'spark', 'hadoop', 'sql', 'python']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'spark', 'hadoop', 'sql', 'python', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'aws']","['numpy', 'pandas', 'python', 'matplotlib']","['machine learning', 'deep learning', 'aws', 'numpy', 'pandas', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation']","['numpy', 'jupyter', 'scikit-learn', 'python']","['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['deep learning', 'python', 'tableau', 'java']","['jupyter', 'scikit-learn', 'python']","['deep learning', 'python', 'tableau', 'java', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'cloud']","['numpy', 'jupyter', 'python', 'matplotlib']","['machine learning', 'python', 'cloud', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'sql']","['scikit-learn', 'python', 'matplotlib']","['machine learning', 'python', 'sql', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'python', 'sql', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'sql']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'deep learning', 'python', 'sql', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics']","['jupyter', 'python', 'pandas']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'python']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,['machine learning'],"['github', 'git']","['machine learning', 'github', 'git']"
Data Scientist,['machine learning'],"['numpy', 'python', 'pandas']","['machine learning', 'numpy', 'python', 'pandas']"
Data Scientist,['python'],"['numpy', 'scikit-learn', 'python', 'matplotlib']","['python', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python']","['numpy', 'python', 'pandas', 'scikit-learn']","['machine learning', 'python', 'numpy', 'python', 'pandas', 'scikit-learn']"
Data Scientist,"['machine learning', 'python', 'cloud', 'azure']","['numpy', 'jupyter', 'scikit-learn', 'python']","['machine learning', 'python', 'cloud', 'azure', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'python']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,['sas'],"['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['sas', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['power bi', 'sas']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['power bi', 'sas', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['spark', 'sas', 'python']","['jupyter', 'scikit-learn', 'python', 'pandas']","['spark', 'sas', 'python', 'jupyter', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['numpy', 'scikit-learn', 'python']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'scikit-learn', 'python']","['machine learning', 'python', 'sql', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,['machine learning'],"['scikit-learn', 'python', 'matplotlib']","['machine learning', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['scikit-learn', 'python', 'matplotlib']","['data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,['machine learning'],"['numpy', 'scikit-learn', 'pandas', 'python']","['machine learning', 'numpy', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['machine learning', 'tensorflow']","['numpy', 'jupyter', 'scikit-learn', 'python']","['machine learning', 'tensorflow', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'sql']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'python', 'sql', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'pandas']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'nosql', 'deep learning', 'sql', 'tensorflow']","['numpy', 'pandas', 'matplotlib']","['machine learning', 'nosql', 'deep learning', 'sql', 'tensorflow', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'sas', 'python', 'sql']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'sas', 'python', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'cloud', 'tableau']","['matplotlib', 'scikit-learn', 'pandas', 'python']","['machine learning', 'cloud', 'tableau', 'matplotlib', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'spark', 'mongodb', 'hadoop', 'deep learning', 'python']","['numpy', 'scikit-learn', 'python', 'pandas']","['machine learning', 'spark', 'mongodb', 'hadoop', 'deep learning', 'python', 'numpy', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'hadoop', 'java']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'hadoop', 'java', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['hadoop', 'java']","['numpy', 'python', 'pandas', 'matplotlib']","['hadoop', 'java', 'numpy', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'hadoop', 'java']","['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['machine learning', 'hadoop', 'java', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'deep learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'deep learning', 'aws']","['jupyter', 'pandas', 'matplotlib']","['machine learning', 'deep learning', 'aws', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['python', 'sql', 'tableau']","['jupyter', 'pandas', 'matplotlib']","['python', 'sql', 'tableau', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'cloud', 'azure', 'python', 'aws']","['numpy', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'cloud', 'azure', 'python', 'aws', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['mongodb', 'python']","['numpy', 'scikit-learn', 'pandas', 'python']","['mongodb', 'python', 'numpy', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['pytorch', 'python', 'tensorflow']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['pytorch', 'python', 'tensorflow', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['python', 'sql']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['python', 'sql', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'tableau', 'cloud', 'python', 'aws']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'tableau', 'cloud', 'python', 'aws', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'python']","['numpy', 'jupyter', 'pandas']","['machine learning', 'python', 'numpy', 'jupyter', 'pandas']"
Data Scientist,"['pytorch', 'python', 'tensorflow']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['pytorch', 'python', 'tensorflow', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'azure']","['numpy', 'jupyter', 'python', 'matplotlib']","['machine learning', 'azure', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['pytorch', 'python']","['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['pytorch', 'python', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'python', 'pandas']","['machine learning', 'jupyter', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['python', 'aws', 'cloud', 'azure']","['numpy', 'jupyter', 'pandas', 'matplotlib']","['python', 'aws', 'cloud', 'azure', 'numpy', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,['sql'],"['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['sql', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'python', 'sql', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'tensorflow']","['scikit-learn', 'python', 'matplotlib']","['machine learning', 'python', 'tensorflow', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['python', 'aws', 'cloud', 'tableau']","['jupyter', 'scikit-learn', 'python']","['python', 'aws', 'cloud', 'tableau', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'tensorflow']","['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['machine learning', 'python', 'tensorflow', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python']","['numpy', 'scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'python', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,['pytorch'],"['matplotlib', 'scikit-learn', 'python', 'pandas']","['pytorch', 'matplotlib', 'scikit-learn', 'python', 'pandas']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation']","['jupyter', 'scikit-learn', 'pandas', 'python']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['spark', 'python']","['pandas', 'python', 'matplotlib']","['spark', 'python', 'pandas', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'spark']","['numpy', 'jupyter', 'pandas', 'matplotlib']","['machine learning', 'deep learning', 'python', 'spark', 'numpy', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'spark', 'cloud', 'azure', 'aws']","['jupyter', 'scikit-learn', 'pandas']","['machine learning', 'spark', 'cloud', 'azure', 'aws', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'mongodb', 'sql']","['scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'deep learning', 'mongodb', 'sql', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,['python'],"['numpy', 'jupyter', 'scikit-learn', 'pandas']","['python', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'spark', 'cloud', 'azure', 'aws']","['matplotlib', 'python', 'pandas']","['machine learning', 'spark', 'cloud', 'azure', 'aws', 'matplotlib', 'python', 'pandas']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'pandas', 'matplotlib']","['machine learning', 'data visualization', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,['machine learning'],"['jupyter', 'python', 'matplotlib']","['machine learning', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['numpy', 'pandas', 'matplotlib']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'mongodb']","['jupyter', 'scikit-learn', 'pandas']","['machine learning', 'mongodb', 'jupyter', 'scikit-learn', 'pandas']"
